customer_id,month,rental_count,total_spending,prev_rental,prev_spending,segment_next,predicted_segment,is_correct,cluster,segment
512,2005-07-01,9,36.91,3,14.97,Low Value,High Value,False,1,Loyal
512,2005-08-01,13,62.87,9,36.91,High Value,Low Value,False,2,High Value
512,2006-02-01,1,0.99,13,62.87,Low Value,Low Value,True,0,Low Value
513,2005-07-01,13,60.87,3,12.97,High Value,High Value,True,2,High Value
513,2005-08-01,14,69.86,13,60.87,High Value,High Value,True,2,High Value
514,2005-07-01,4,17.96,6,14.94,Low Value,Low Value,True,1,Loyal
514,2005-08-01,11,36.89,4,17.96,Loyal,Low Value,False,1,Loyal
515,2005-07-01,8,30.92,6,25.94,Low Value,Low Value,True,1,Loyal
515,2005-08-01,12,53.88,8,30.92,High Value,Low Value,False,2,High Value
516,2005-07-01,9,46.91,6,22.94,Big Spender,High Value,False,1,Loyal
516,2005-08-01,7,16.93,9,46.91,Low Value,Low Value,True,0,Low Value
516,2006-02-01,2,5.98,7,16.93,Low Value,Low Value,True,1,Loyal
517,2005-07-01,12,50.88,5,22.95,High Value,High Value,True,2,High Value
517,2005-08-01,7,26.93,12,50.88,Low Value,Low Value,True,0,Low Value
518,2005-07-01,13,55.87,2,6.98,High Value,High Value,True,1,Loyal
518,2005-08-01,10,45.9,13,55.87,High Value,Loyal,False,0,Low Value
519,2005-07-01,13,51.87,3,17.97,High Value,High Value,True,1,Loyal
519,2005-08-01,6,29.94,13,51.87,Low Value,Low Value,True,0,Low Value
520,2005-07-01,14,60.86,3,12.97,High Value,High Value,True,2,High Value
520,2005-08-01,14,53.86,14,60.86,High Value,High Value,True,2,High Value
521,2005-07-01,9,31.91,2,1.98,Low Value,High Value,False,1,Loyal
521,2005-08-01,11,41.89,9,31.91,High Value,Low Value,False,1,Loyal
521,2006-02-01,1,4.99,11,41.89,Low Value,High Value,False,0,Low Value
522,2005-07-01,18,96.82,4,16.96,High Value,High Value,True,2,High Value
522,2005-08-01,10,47.9,18,96.82,High Value,High Value,True,0,Low Value
523,2005-07-01,10,41.9,4,24.96,High Value,High Value,True,1,Loyal
523,2005-08-01,6,20.94,10,41.9,Low Value,Low Value,True,0,Low Value
524,2005-07-01,8,48.92,3,9.97,Big Spender,High Value,False,1,Loyal
524,2005-08-01,6,22.94,8,48.92,Low Value,Low Value,True,0,Low Value
525,2005-07-01,11,49.89,1,2.99,High Value,High Value,True,1,Loyal
525,2005-08-01,5,12.95,11,49.89,Low Value,Low Value,True,0,Low Value
525,2006-02-01,1,2.99,5,12.95,Low Value,Low Value,True,1,Loyal
526,2005-07-01,19,86.81,9,41.91,High Value,Low Value,False,2,High Value
526,2005-08-01,14,79.86,19,86.81,High Value,Low Value,False,2,High Value
527,2005-07-01,9,26.91,4,7.96,Low Value,Big Spender,False,1,Loyal
527,2005-08-01,10,43.9,9,26.91,High Value,High Value,True,1,Loyal
527,2006-02-01,1,2.99,10,43.9,Low Value,High Value,False,0,Low Value
528,2005-07-01,11,56.89,2,7.98,High Value,High Value,True,1,Loyal
528,2005-08-01,7,28.93,11,56.89,Low Value,Low Value,True,0,Low Value
529,2005-07-01,13,53.87,3,3.97,High Value,High Value,True,1,Loyal
529,2005-08-01,12,57.88,13,53.87,High Value,Low Value,False,2,High Value
530,2005-07-01,9,30.91,3,5.97,Low Value,Low Value,True,1,Loyal
530,2005-08-01,9,35.91,9,30.91,Low Value,Low Value,True,1,Loyal
530,2006-02-01,1,2.99,9,35.91,Low Value,Low Value,True,0,Low Value
531,2005-07-01,14,64.86,1,2.99,High Value,High Value,True,2,High Value
531,2005-08-01,8,42.92,14,64.86,Big Spender,Low Value,False,0,Low Value
532,2005-07-01,14,69.86,2,8.98,High Value,High Value,True,2,High Value
532,2005-08-01,14,69.86,14,69.86,High Value,High Value,True,2,High Value
532,2006-02-01,1,0.99,14,69.86,Low Value,High Value,False,0,Low Value
533,2005-07-01,13,58.87,6,18.94,High Value,Low Value,False,2,High Value
533,2005-08-01,10,51.9,13,58.87,High Value,High Value,True,2,High Value
533,2006-02-01,1,2.99,10,51.9,Low Value,High Value,False,0,Low Value
534,2005-07-01,7,25.93,5,15.95,Low Value,Low Value,True,1,Loyal
534,2005-08-01,9,36.91,7,25.93,Low Value,Low Value,True,1,Loyal
534,2006-02-01,1,2.99,9,36.91,Low Value,Low Value,True,0,Low Value
535,2005-07-01,11,48.89,2,9.98,High Value,High Value,True,1,Loyal
535,2005-08-01,15,63.85,11,48.89,High Value,Low Value,False,2,High Value
536,2005-07-01,12,51.88,3,10.97,High Value,Low Value,False,1,Loyal
536,2005-08-01,8,46.92,12,51.88,Big Spender,High Value,False,0,Low Value
537,2005-07-01,12,40.88,4,23.96,High Value,High Value,True,1,Loyal
537,2005-08-01,7,28.93,12,40.88,Low Value,Low Value,True,0,Low Value
537,2006-02-01,1,4.99,7,28.93,Low Value,Low Value,True,0,Low Value
538,2005-07-01,14,51.86,4,18.96,High Value,High Value,True,1,Loyal
538,2005-08-01,9,38.91,14,51.86,Big Spender,Low Value,False,0,Low Value
539,2005-07-01,12,55.88,3,9.97,High Value,High Value,True,1,Loyal
539,2005-08-01,5,18.95,12,55.88,Low Value,High Value,False,0,Low Value
540,2005-07-01,9,39.91,5,18.95,Big Spender,Low Value,False,1,Loyal
540,2005-08-01,10,53.9,9,39.91,High Value,Low Value,False,2,High Value
541,2005-07-01,7,33.93,2,9.98,Low Value,High Value,False,1,Loyal
541,2005-08-01,13,51.87,7,33.93,High Value,Low Value,False,2,High Value
542,2005-07-01,8,47.92,2,15.98,Big Spender,High Value,False,1,Loyal
542,2005-08-01,6,20.94,8,47.92,Low Value,Low Value,True,0,Low Value
543,2005-07-01,8,27.92,5,21.95,Low Value,Low Value,True,1,Loyal
543,2005-08-01,7,23.93,8,27.92,Low Value,Low Value,True,1,Loyal
544,2005-07-01,6,29.94,4,16.96,Low Value,High Value,False,1,Loyal
544,2005-08-01,10,45.9,6,29.94,High Value,High Value,True,2,High Value
545,2005-07-01,9,42.91,1,2.99,Big Spender,High Value,False,1,Loyal
545,2005-08-01,9,38.91,9,42.91,Big Spender,Low Value,False,0,Low Value
546,2005-07-01,10,39.9,4,12.96,High Value,High Value,True,1,Loyal
546,2005-08-01,9,37.91,10,39.9,Low Value,Low Value,True,0,Low Value
547,2005-07-01,10,41.9,1,8.99,High Value,High Value,True,1,Loyal
547,2005-08-01,9,36.91,10,41.9,Low Value,Low Value,True,0,Low Value
548,2005-07-01,6,29.94,3,5.97,Low Value,Low Value,True,1,Loyal
548,2005-08-01,6,26.94,6,29.94,Low Value,High Value,False,1,Loyal
548,2006-02-01,1,0.99,6,26.94,Low Value,High Value,False,0,Low Value
549,2005-07-01,9,41.91,1,2.99,Big Spender,High Value,False,1,Loyal
549,2005-08-01,6,17.94,9,41.91,Low Value,Low Value,True,0,Low Value
550,2005-07-01,11,44.89,6,39.94,High Value,High Value,True,2,High Value
550,2005-08-01,13,63.87,11,44.89,High Value,High Value,True,2,High Value
550,2006-02-01,1,2.99,13,63.87,Low Value,Low Value,True,0,Low Value
551,2005-07-01,8,28.92,2,8.98,Low Value,High Value,False,1,Loyal
551,2005-08-01,11,37.89,8,28.92,Loyal,Low Value,False,1,Loyal
552,2005-07-01,9,48.91,2,5.98,Big Spender,High Value,False,1,Loyal
552,2005-08-01,9,34.91,9,48.91,Low Value,Low Value,True,0,Low Value
553,2005-07-01,16,68.84,3,19.97,High Value,High Value,True,2,High Value
553,2005-08-01,4,13.96,16,68.84,Low Value,Low Value,True,0,Low Value
554,2005-07-01,4,16.96,4,21.96,Low Value,Low Value,True,1,Loyal
554,2005-08-01,12,56.88,4,16.96,High Value,High Value,True,2,High Value
555,2005-07-01,6,29.94,1,1.99,Low Value,Low Value,True,1,Loyal
555,2005-08-01,10,42.9,6,29.94,High Value,High Value,True,1,Loyal
556,2005-07-01,7,22.93,5,25.95,Low Value,Low Value,True,1,Loyal
556,2005-08-01,6,23.94,7,22.93,Low Value,Low Value,True,1,Loyal
557,2005-07-01,10,26.9,3,11.97,Loyal,High Value,False,1,Loyal
557,2005-08-01,8,19.92,10,26.9,Low Value,Low Value,True,1,Loyal
557,2006-02-01,1,4.99,8,19.92,Low Value,Low Value,True,1,Loyal
558,2005-07-01,15,70.85,5,27.95,High Value,High Value,True,2,High Value
558,2005-08-01,8,36.92,15,70.85,Low Value,Low Value,True,0,Low Value
559,2005-07-01,12,41.88,4,12.96,High Value,High Value,True,1,Loyal
559,2005-08-01,12,55.88,12,41.88,High Value,Low Value,False,2,High Value
560,2005-07-01,14,59.86,2,6.98,High Value,High Value,True,1,Loyal
560,2005-08-01,11,56.89,14,59.86,High Value,High Value,True,2,High Value
560,2006-02-01,2,5.98,11,56.89,Low Value,Low Value,True,0,Low Value
561,2005-07-01,7,29.93,9,33.91,Low Value,Low Value,True,0,Low Value
561,2005-08-01,8,21.92,7,29.93,Low Value,Low Value,True,1,Loyal
561,2006-02-01,1,0.99,8,21.92,Low Value,Low Value,True,1,Loyal
562,2005-07-01,9,38.91,4,17.96,Big Spender,Low Value,False,1,Loyal
562,2005-08-01,9,40.91,9,38.91,Big Spender,High Value,False,2,High Value
563,2005-07-01,16,60.84,2,5.98,High Value,High Value,True,1,Loyal
563,2005-08-01,9,32.91,16,60.84,Low Value,Low Value,True,0,Low Value
564,2005-07-01,9,37.91,1,2.99,Low Value,High Value,False,1,Loyal
564,2005-08-01,12,41.88,9,37.91,High Value,High Value,True,2,High Value
565,2005-07-01,11,34.89,3,16.97,Loyal,High Value,False,1,Loyal
565,2005-08-01,13,66.87,11,34.89,High Value,High Value,True,2,High Value
566,2005-07-01,18,71.82,4,16.96,High Value,High Value,True,2,High Value
566,2005-08-01,10,41.9,18,71.82,High Value,High Value,True,0,Low Value
567,2005-07-01,11,40.89,2,7.98,High Value,High Value,True,1,Loyal
567,2005-08-01,7,36.93,11,40.89,Low Value,High Value,False,0,Low Value
568,2005-07-01,8,23.92,5,17.95,Low Value,Low Value,True,1,Loyal
568,2005-08-01,7,21.93,8,23.92,Low Value,Low Value,True,1,Loyal
568,2006-02-01,1,2.99,7,21.93,Low Value,Low Value,True,1,Loyal
569,2005-07-01,7,24.93,2,12.98,Low Value,Low Value,True,1,Loyal
569,2005-08-01,18,75.82,7,24.93,High Value,High Value,True,2,High Value
570,2005-07-01,14,44.86,7,32.93,High Value,Low Value,False,2,High Value
570,2005-08-01,3,12.97,14,44.86,Low Value,Low Value,True,0,Low Value
570,2006-02-01,1,0.99,3,12.97,Low Value,High Value,False,1,Loyal
571,2005-07-01,9,48.91,6,32.94,Big Spender,Low Value,False,2,High Value
571,2005-08-01,7,25.93,9,48.91,Low Value,Low Value,True,0,Low Value
572,2005-07-01,11,46.89,3,12.97,High Value,High Value,True,1,Loyal
572,2005-08-01,10,40.9,11,46.89,High Value,Big Spender,False,0,Low Value
573,2005-07-01,15,70.85,4,20.96,High Value,Low Value,False,2,High Value
573,2005-08-01,9,25.91,15,70.85,Low Value,Low Value,True,0,Low Value
574,2005-07-01,15,64.85,5,15.95,High Value,Low Value,False,2,High Value
574,2005-08-01,7,27.93,15,64.85,Low Value,Low Value,True,0,Low Value
575,2005-07-01,9,36.91,3,10.97,Low Value,Low Value,True,1,Loyal
575,2005-08-01,12,61.88,9,36.91,High Value,Low Value,False,2,High Value
576,2005-07-01,15,63.85,7,33.93,High Value,Low Value,False,2,High Value
576,2005-08-01,8,31.92,15,63.85,Low Value,Low Value,True,0,Low Value
576,2006-02-01,2,5.98,8,31.92,Low Value,Low Value,True,0,Low Value
577,2005-07-01,11,52.89,3,13.97,High Value,High Value,True,1,Loyal
577,2005-08-01,12,44.88,11,52.89,High Value,High Value,True,0,Low Value
578,2005-07-01,11,45.89,3,14.97,High Value,High Value,True,1,Loyal
578,2005-08-01,7,34.93,11,45.89,Low Value,Low Value,True,0,Low Value
579,2005-07-01,14,65.86,3,12.97,High Value,High Value,True,2,High Value
579,2005-08-01,9,31.91,14,65.86,Low Value,Low Value,True,0,Low Value
579,2006-02-01,1,0.99,9,31.91,Low Value,Low Value,True,0,Low Value
580,2005-07-01,15,49.85,1,0.99,High Value,High Value,True,1,Loyal
580,2005-08-01,10,47.9,15,49.85,High Value,Low Value,False,2,High Value
581,2005-07-01,14,57.86,3,11.97,High Value,High Value,True,2,High Value
581,2005-08-01,8,27.92,14,57.86,Low Value,Low Value,True,0,Low Value
582,2005-07-01,10,53.9,3,11.97,High Value,High Value,True,1,Loyal
582,2005-08-01,10,43.9,10,53.9,High Value,High Value,True,0,Low Value
582,2006-02-01,1,2.99,10,43.9,Low Value,High Value,False,0,Low Value
583,2005-07-01,12,68.88,6,29.94,High Value,High Value,True,2,High Value
583,2005-08-01,5,18.95,12,68.88,Low Value,Low Value,True,0,Low Value
584,2005-07-01,12,44.88,2,10.98,High Value,High Value,True,1,Loyal
584,2005-08-01,13,58.87,12,44.88,High Value,High Value,True,2,High Value
585,2005-07-01,13,70.87,4,13.96,High Value,High Value,True,2,High Value
585,2005-08-01,6,27.94,13,70.87,Low Value,Low Value,True,0,Low Value
585,2006-02-01,1,4.99,6,27.94,Low Value,Low Value,True,0,Low Value
586,2005-07-01,6,23.94,2,3.98,Low Value,High Value,False,1,Loyal
586,2005-08-01,9,22.91,6,23.94,Low Value,High Value,False,1,Loyal
587,2005-07-01,10,48.9,4,15.96,High Value,High Value,True,1,Loyal
587,2005-08-01,9,36.91,10,48.9,Low Value,Low Value,True,0,Low Value
587,2006-02-01,1,0.99,9,36.91,Low Value,Low Value,True,0,Low Value
588,2005-07-01,14,52.86,5,24.95,High Value,High Value,True,2,High Value
588,2005-08-01,8,29.92,14,52.86,Low Value,High Value,False,0,Low Value
589,2005-07-01,10,37.9,5,30.95,Loyal,High Value,False,1,Loyal
589,2005-08-01,10,49.9,10,37.9,High Value,Low Value,False,2,High Value
590,2005-07-01,14,56.86,5,30.95,High Value,High Value,True,2,High Value
590,2005-08-01,4,17.96,14,56.86,Low Value,Low Value,True,0,Low Value
590,2006-02-01,1,2.99,4,17.96,Low Value,Low Value,True,1,Loyal
591,2005-07-01,15,75.85,3,8.97,High Value,High Value,True,2,High Value
591,2005-08-01,9,49.91,15,75.85,Big Spender,Big Spender,True,0,Low Value
592,2005-07-01,15,61.85,5,24.95,High Value,High Value,True,2,High Value
592,2005-08-01,8,23.92,15,61.85,Low Value,Low Value,True,0,Low Value
592,2006-02-01,1,0.99,8,23.92,Low Value,Low Value,True,0,Low Value
593,2005-07-01,12,44.88,4,20.96,High Value,Low Value,False,1,Loyal
593,2005-08-01,8,35.92,12,44.88,Low Value,High Value,False,0,Low Value
594,2005-07-01,14,65.86,6,23.94,High Value,High Value,True,2,High Value
594,2005-08-01,3,18.97,14,65.86,Low Value,Low Value,True,0,Low Value
595,2005-07-01,19,86.81,2,7.98,High Value,High Value,True,2,High Value
595,2005-08-01,8,15.92,19,86.81,Low Value,Low Value,True,0,Low Value
596,2005-07-01,6,21.94,2,3.98,Low Value,High Value,False,1,Loyal
596,2005-08-01,13,46.87,6,21.94,High Value,High Value,True,1,Loyal
596,2006-02-01,1,0.99,13,46.87,Low Value,Low Value,True,0,Low Value
597,2005-07-01,7,26.93,3,7.97,Low Value,Big Spender,False,1,Loyal
597,2005-08-01,12,47.88,7,26.93,High Value,High Value,True,2,High Value
597,2006-02-01,1,4.99,12,47.88,Low Value,Low Value,True,0,Low Value
598,2005-07-01,16,64.84,1,2.99,High Value,High Value,True,2,High Value
598,2005-08-01,5,15.95,16,64.84,Low Value,Low Value,True,0,Low Value
599,2005-07-01,7,29.93,4,20.96,Low Value,Low Value,True,1,Loyal
599,2005-08-01,7,27.93,7,29.93,Low Value,Low Value,True,1,Loyal
